MUN;Nao;Total
431200 MARIANO MORO;17;17
431205 MARQUES DE SOUZA;37;38
431210 MATA;30;31
431213 MATO CASTELHANO;41;41
431215 MATO LEITAO;46;48
431217 MATO QUEIMADO;21;21
431220 MAXIMILIANO DE ALMEIDA;49;49
431225 MINAS DO LEAO;83;84
431230 MIRAGUAI;63;63
431235 MONTAURI;11;11
431237 MONTE ALEGRE DOS CAMPOS;33;33
431238 MONTE BELO DO SUL;26;26
431240 MONTENEGRO;810;828
431242 MORMACO;17;19
431244 MORRINHOS DO SUL;37;37
431245 MORRO REDONDO;40;50
431247 MORRO REUTER;63;64
431250 MOSTARDAS;155;159
431260 MUCUM;50;50
431261 MUITOS CAPOES;37;38
431262 MULITERNO;18;18
431265 NAO-ME-TOQUE;239;242
431267 NICOLAU VERGUEIRO;20;20
431270 NONOAI;167;198
431275 NOVA ALVORADA;34;35
431280 NOVA ARACA;96;96
431290 NOVA BASSANO;80;82
431295 NOVA BOA VISTA;21;21
431300 NOVA BRESCIA;18;19
431301 NOVA CANDELARIA;34;35
431303 NOVA ESPERANCA DO SUL;52;52
431306 NOVA HARTZ;222;228
431308 NOVA PADUA;15;18
431310 NOVA PALMA;66;67
431320 NOVA PETROPOLIS;247;250
431330 NOVA PRATA;342;344
431333 NOVA RAMADA;23;23
431335 NOVA ROMA DO SUL;33;34
431337 NOVA SANTA RITA;376;379
431339 NOVO CABRAIS;52;52
431340 NOVO HAMBURGO;2884;2924
431342 NOVO MACHADO;26;27
431344 NOVO TIRADENTES;17;17
431346 NOVO XINGU;15;15
431349 NOVO BARREIRO;47;47
431350 OSORIO;620;628
431360 PAIM FILHO;33;33
431365 PALMARES DO SUL;139;139
431370 PALMEIRA DAS MISSOES;468;475
431380 PALMITINHO;85;85
431390 PANAMBI;577;579
431395 PANTANO GRANDE;108;108
431400 PARAI;85;87
431402 PARAISO DO SUL;64;65
431403 PARECI NOVO;50;52
431405 PAROBE;742;756
431406 PASSA SETE;37;38
431407 PASSO DO SOBRADO;54;57
431410 PASSO FUNDO;2753;2779
431413 PAULO BENTO;15;16
431415 PAVERAMA;81;82
431417 PEDRAS ALTAS;17;18
431420 PEDRO OSORIO;60;79
431430 PEJUCARA;42;45
431440 PELOTAS;1949;3748
431442 PICADA CAFE;39;39
431445 PINHAL;45;45
431446 PINHAL DA SERRA;20;20
431447 PINHAL GRANDE;21;21
431449 PINHEIRINHO DO VALE;50;51
431450 PINHEIRO MACHADO;69;82
431454 PINTO BANDEIRA;33;34
431455 PIRAPO;13;13
431460 PIRATINI;117;146
431470 PLANALTO;125;128
431475 POCO DAS ANTAS;20;20
431477 PONTAO;25;26
431478 PONTE PRETA;16;16
431480 PORTAO;365;371
431490 PORTO ALEGRE;15483;15687
431500 PORTO LUCENA;37;37
431505 PORTO MAUA;21;21
431507 PORTO VERA CRUZ;13;13
431510 PORTO XAVIER;126;127
431513 POUSO NOVO;21;22
431514 PRESIDENTE LUCENA;36;37
431515 PROGRESSO;50;50
431517 PROTASIO ALVES;13;13
431520 PUTINGA;36;36
431530 QUARAI;292;294
431531 QUATRO IRMAOS;18;18
431532 QUEVEDOS;17;17
431535 QUINZE DE NOVEMBRO;39;41
431540 REDENTORA;194;197
431545 RELVADO;18;18
431550 RESTINGA SECA;150;150
431555 RIO DOS INDIOS;30;34
431560 RIO GRANDE;2354;2399
431570 RIO PARDO;380;381
431575 RIOZINHO;47;48
431580 ROCA SALES;110;112
431590 RODEIO BONITO;111;111
431595 ROLADOR;26;26
431600 ROLANTE;269;271
431610 RONDA ALTA;99;101
431620 RONDINHA;64;64
431630 ROQUE GONZALES;62;62
431640 ROSARIO DO SUL;416;430
431642 SAGRADA FAMILIA;26;27
431643 SALDANHA MARINHO;27;27
431645 SALTO DO JACUI;126;130
431647 SALVADOR DAS MISSOES;28;28
431650 SALVADOR DO SUL;74;75
431660 SANANDUVA;163;164
431670 SANTA BARBARA DO SUL;88;90
431673 SANTA CECILIA DO SUL;15;15
431675 SANTA CLARA DO SUL;76;77
431680 SANTA CRUZ DO SUL;1467;1482
431690 SANTA MARIA;3241;3283
431695 SANTA MARIA DO HERVAL;46;48
431697 SANTA MARGARIDA DO SUL;36;37
431700 SANTANA DA BOA VISTA;48;52
431710 SANT'ANA DO LIVRAMENTO;1004;1046
431720 SANTA ROSA;966;989
431725 SANTA TEREZA;9;9
431730 SANTA VITORIA DO PALMAR;350;354
431740 SANTIAGO;513;519
431750 SANTO ANGELO;1015;1024
431755 SANTO ANTONIO DO PALMA;24;26
431760 SANTO ANTONIO DA PATRULHA;446;452
431770 SANTO ANTONIO DAS MISSOES;107;108
431775 SANTO ANTONIO DO PLANALTO;23;23
431780 SANTO AUGUSTO;155;155
431790 SANTO CRISTO;140;141
431795 SANTO EXPEDITO DO SUL;24;24
431800 SAO BORJA;717;726
431805 SAO DOMINGOS DO SUL;25;25
431810 SAO FRANCISCO DE ASSIS;139;141
431820 SAO FRANCISCO DE PAULA;237;241
431830 SAO GABRIEL;713;730
431840 SAO JERONIMO;259;261
431842 SAO JOAO DA URTIGA;47;48
431843 SAO JOAO DO POLESINE;21;22
431844 SAO JORGE;19;20
431845 SAO JOSE DAS MISSOES;36;36
431846 SAO JOSE DO HERVAL;18;18
431848 SAO JOSE DO HORTENCIO;24;24
431849 SAO JOSE DO INHACORA;20;20
431850 SAO JOSE DO NORTE;300;304
431860 SAO JOSE DO OURO;70;70
431861 SAO JOSE DO SUL;15;16
431862 SAO JOSE DOS AUSENTES;52;52
431870 SAO LEOPOLDO;2743;2770
431880 SAO LOURENCO DO SUL;406;425
431890 SAO LUIZ GONZAGA;485;492
431900 SAO MARCOS;215;218
431910 SAO MARTINHO;65;65
431912 SAO MARTINHO DA SERRA;21;21
431915 SAO MIGUEL DAS MISSOES;78;82
431920 SAO NICOLAU;55;56
431930 SAO PAULO DAS MISSOES;45;46
431935 SAO PEDRO DA SERRA;41;41
431936 SAO PEDRO DAS MISSOES;13;13
431937 SAO PEDRO DO BUTIA;25;25
431940 SAO PEDRO DO SUL;172;174
431950 SAO SEBASTIAO DO CAI;286;292
431960 SAO SEPE;236;242
431970 SAO VALENTIM;24;24
431971 SAO VALENTIM DO SUL;23;23
431973 SAO VALERIO DO SUL;44;44
431975 SAO VENDELINO;25;26
431980 SAO VICENTE DO SUL;78;78
431990 SAPIRANGA;1133;1144
432000 SAPUCAIA DO SUL;1602;1629
432010 SARANDI;297;302
432020 SEBERI;192;193
432023 SEDE NOVA;30;31
432026 SEGREDO;68;68
432030 SELBACH;47;47
432032 SENADOR SALGADO FILHO;26;26
432035 SENTINELA DO SUL;49;49
432040 SERAFINA CORREA;207;213
432045 SERIO;22;22
432050 SERTAO;60;61
432055 SERTAO SANTANA;51;54
432057 SETE DE SETEMBRO;12;12
432060 SEVERIANO DE ALMEIDA;30;32
432065 SILVEIRA MARTINS;21;21
432067 SINIMBU;66;67
432070 SOBRADINHO;206;208
432080 SOLEDADE;366;373
432085 TABAI;60;63
432090 TAPEJARA;329;333
432100 TAPERA;122;125
432110 TAPES;166;166
432120 TAQUARA;582;588
432130 TAQUARI;268;273
432132 TAQUARUCU DO SUL;39;39
432135 TAVARES;56;56
432140 TENENTE PORTELA;194;196
432143 TERRA DE AREIA;128;130
432145 TEUTONIA;403;407
432146 TIO HUGO;46;46
432147 TIRADENTES DO SUL;48;49
432149 TOROPI;24;25
432150 TORRES;553;562
432160 TRAMANDAI;743;754
432162 TRAVESSEIRO;16;16
432163 TRES ARROIOS;16;17
432166 TRES CACHOEIRAS;121;122
432170 TRES COROAS;278;279
432180 TRES DE MAIO;310;312
432183 TRES FORQUILHAS;31;34
432185 TRES PALMEIRAS;72;72
432190 TRES PASSOS;294;298
432195 TRINDADE DO SUL;78;79
432200 TRIUNFO;290;298
432210 TUCUNDUVA;54;55
432215 TUNAS;52;53
432218 TUPANCI DO SUL;15;15
432220 TUPANCIRETA;224;229
432225 TUPANDI;59;60
432230 TUPARENDI;80;81
432232 TURUCU;22;24
432234 UBIRETAMA;13;13
432235 UNIAO DA SERRA;8;9
432237 UNISTALDA;16;16
432240 URUGUAIANA;1597;1601
432250 VACARIA;995;1007
432252 VALE VERDE;32;32
432253 VALE DO SOL;85;86
432254 VALE REAL;80;81
432255 VANINI;19;20
432260 VENANCIO AIRES;755;767
432270 VERA CRUZ;272;272
432280 VERANOPOLIS;241;244
432285 VESPASIANO CORREA;13;13
432290 VIADUTOS;35;36
432300 VIAMAO;2534;2573
432310 VICENTE DUTRA;44;45
432320 VICTOR GRAEFF;27;27
432330 VILA FLORES;37;37
432335 VILA LANGARO;18;18
432340 VILA MARIA;48;49
432345 VILA NOVA DO SUL;26;26
432350 VISTA ALEGRE;29;29
432360 VISTA ALEGRE DO PRATA;9;9
432370 VISTA GAUCHA;36;36
432375 VITORIA DAS MISSOES;27;27
432377 WESTFALIA;40;40
432380 XANGRI-LA;229;235
500020 AGUA CLARA;239;244
500025 ALCINOPOLIS;42;42
500060 AMAMBAI;609;626
500070 ANASTACIO;368;370
500080 ANAURILANDIA;55;55
500085 ANGELICA;128;128
500090 ANTONIO JOAO;164;174
500100 APARECIDA DO TABOADO;381;384
500110 AQUIDAUANA;736;738
500124 ARAL MOREIRA;164;169
500150 BANDEIRANTES;87;87
500190 BATAGUASSU;460;461
500200 BATAYPORA;145;146
500210 BELA VISTA;49;391
500215 BODOQUENA;113;114
500220 BONITO;347;347
500230 BRASILANDIA;161;163
500240 CAARAPO;543;545
500260 CAMAPUA;149;153
500270 CAMPO GRANDE;12909;13025
500280 CARACOL;54;58
500290 CASSILANDIA;251;253
500295 CHAPADAO DO SUL;515;522
500310 CORGUINHO;39;39
500315 CORONEL SAPUCAIA;373;378
500320 CORUMBA;1737;1749
500325 COSTA RICA;466;471
500330 COXIM;471;473
500345 DEODAPOLIS;154;155
500348 DOIS IRMAOS DO BURITI;147;149
500350 DOURADINA;69;69
500370 DOURADOS;3758;3785
500375 ELDORADO;176;176
500380 FATIMA DO SUL;254;255
500390 FIGUEIRAO;43;43
500400 GLORIA DE DOURADOS;99;100
500410 GUIA LOPES DA LAGUNA;116;116
500430 IGUATEMI;210;212
500440 INOCENCIA;96;98
500450 ITAPORA;262;265
500460 ITAQUIRAI;255;256
500470 IVINHEMA;409;411
500480 JAPORA;159;161
500490 JARAGUARI;58;59
500500 JARDIM;409;416
500510 JATEI;48;48
500515 JUTI;104;106
500520 LADARIO;344;345
500525 LAGUNA CARAPA;111;112
500540 MARACAJU;709;714
500560 MIRANDA;468;480
500568 MUNDO NOVO;263;264
500570 NAVIRAI;746;755
500580 NIOAQUE;163;164
500600 NOVA ALVORADA DO SUL;296;317
500620 NOVA ANDRADINA;765;769
500625 NOVO HORIZONTE DO SUL;70;72
500627 PARAISO DAS AGUAS;65;65
500630 PARANAIBA;511;515
500635 PARANHOS;312;315
500640 PEDRO GOMES;90;90
500660 PONTA PORA;1451;1616
500690 PORTO MURTINHO;218;219
500710 RIBAS DO RIO PARDO;293;296
500720 RIO BRILHANTE;631;633
500730 RIO NEGRO;54;54
500740 RIO VERDE DE MATO GROSSO;296;298
500750 ROCHEDO;71;73
500755 SANTA RITA DO PARDO;35;35
500769 SAO GABRIEL DO OESTE;525;527
500770 SETE QUEDAS;136;138
500780 SELVIRIA;57;73
500790 SIDROLANDIA;664;670
500793 SONORA;212;215
500795 TACURU;170;177
500797 TAQUARUSSU;29;29
500800 TERENOS;174;174
500830 TRES LAGOAS;1818;1839
500840 VICENTINA;80;80
510010 ACORIZAL;58;58
510020 AGUA BOA;425;426
510025 ALTA FLORESTA;887;894
510030 ALTO ARAGUAIA;197;197
510035 ALTO BOA VISTA;91;91
510040 ALTO GARCAS;141;141
510050 ALTO PARAGUAI;76;76
510060 ALTO TAQUARI;146;146
510080 APIACAS;122;122
510100 ARAGUAIANA;43;43
510120 ARAGUAINHA;8;8
510125 ARAPUTANGA;254;255
510130 ARENAPOLIS;104;104
510140 ARIPUANA;387;389
510160 BARAO DE MELGACO;56;56
510170 BARRA DO BUGRES;448;453
510180 BARRA DO GARCAS;1079;1087
510185 BOM JESUS DO ARAGUAIA;92;92
510190 BRASNORTE;341;342
510250 CACERES;1509;1517
510260 CAMPINAPOLIS;430;435
510263 CAMPO NOVO DO PARECIS;781;790
510267 CAMPO VERDE;780;784
510268 CAMPOS DE JULIO;117;120
510269 CANABRAVA DO NORTE;65;65
510270 CANARANA;432;436
510279 CARLINDA;129;129
510285 CASTANHEIRA;110;110
510300 CHAPADA DOS GUIMARAES;260;263
510305 CLAUDIA;133;135
510310 COCALINHO;69;69
510320 COLIDER;491;493
510325 COLNIZA;465;471
510330 COMODORO;308;363
510335 CONFRESA;619;621
510336 CONQUISTA D'OESTE;63;63
510337 COTRIGUACU;156;158
510340 CUIABA;9686;9828
510343 CURVELANDIA;67;67
510345 DENISE;95;98
510350 DIAMANTINO;384;388
510360 DOM AQUINO;76;77
510370 FELIZ NATAL;205;207
510380 FIGUEIROPOLIS D'OESTE;43;44
510385 GAUCHA DO NORTE;158;159
510390 GENERAL CARNEIRO;124;127
510395 GLORIA D'OESTE;26;27
510410 GUARANTA DO NORTE;511;514
510420 GUIRATINGA;96;97
510450 INDIAVAI;20;20
510452 IPIRANGA DO NORTE;126;127
510454 ITANHANGA;103;104
510455 ITAUBA;71;71
510460 ITIQUIRA;167;168
510480 JACIARA;431;434
510490 JANGADA;105;105
510500 JAURU;120;121
510510 JUARA;540;543
510515 JUINA;728;733
510517 JURUENA;157;159
510520 JUSCIMEIRA;138;142
510523 LAMBARI D'OESTE;73;74
510525 LUCAS DO RIO VERDE;1403;1410
510530 LUCIARA;34;34
510550 VILA BELA DA SANTISSIMA TRINDADE;242;245
510558 MARCELANDIA;216;218
510560 MATUPA;352;359
510562 MIRASSOL D'OESTE;409;412
510590 NOBRES;251;257
510600 NORTELANDIA;71;72
510610 NOSSA SENHORA DO LIVRAMENTO;126;126
510615 NOVA BANDEIRANTES;171;172
510617 NOVA NAZARE;96;102
510618 NOVA LACERDA;90;96
510619 NOVA SANTA HELENA;57;57
510620 NOVA BRASILANDIA;38;38
510621 NOVA CANAA DO NORTE;183;184
510622 NOVA MUTUM;980;989
510623 NOVA OLIMPIA;256;259
510624 NOVA UBIRATA;161;162
510625 NOVA XAVANTINA;318;323
510626 NOVO MUNDO;103;104
510627 NOVO HORIZONTE DO NORTE;33;33
510628 NOVO SAO JOAQUIM;98;104
510629 PARANAITA;186;188
510630 PARANATINGA;385;389
510631 NOVO SANTO ANTONIO;28;28
510637 PEDRA PRETA;236;237
510642 PEIXOTO DE AZEVEDO;604;610
510645 PLANALTO DA SERRA;36;36
510650 POCONE;484;494
510665 PONTAL DO ARAGUAIA;79;81
510670 PONTE BRANCA;16;16
510675 PONTES E LACERDA;844;859
510677 PORTO ALEGRE DO NORTE;165;166
510680 PORTO DOS GAUCHOS;77;84
510682 PORTO ESPERIDIAO;153;153
510685 PORTO ESTRELA;38;38
510700 POXOREO;256;258
510704 PRIMAVERA DO LESTE;1395;1405
510706 QUERENCIA;480;485
510710 SAO JOSE DOS QUATRO MARCOS;212;212
510715 RESERVA DO CABACAL;17;17
510718 RIBEIRAO CASCALHEIRA;171;171
510719 RIBEIRAOZINHO;41;42
510720 RIO BRANCO;70;70
510724 SANTA CARMEM;79;79
510726 SANTO AFONSO;27;27
510729 SAO JOSE DO POVO;23;23
510730 SAO JOSE DO RIO CLARO;222;254
510735 SAO JOSE DO XINGU;124;125
510740 SAO PEDRO DA CIPA;53;56
510757 RONDOLANDIA;34;35
510760 RONDONOPOLIS;3806;3828
510770 ROSARIO OESTE;162;164
510774 SANTA CRUZ DO XINGU;34;34
510775 SALTO DO CEU;57;57
510776 SANTA RITA DO TRIVELATO;42;43
510777 SANTA TEREZINHA;116;120
510779 SANTO ANTONIO DO LESTE;60;60
510780 SANTO ANTONIO DO LEVERGER;220;222
510785 SAO FELIX DO ARAGUAIA;150;157
510787 SAPEZAL;586;589
510788 SERRA NOVA DOURADA;18;18
510790 SINOP;3130;3136
510792 SORRISO;1948;1959
510794 TABAPORA;127;132
510795 TANGARA DA SERRA;1663;1673
510800 TAPURAH;223;225
510805 TERRA NOVA DO NORTE;156;157
510810 TESOURO;25;27
510820 TORIXOREU;38;39
510830 UNIAO DO SUL;47;49
510835 VALE DE SAO DOMINGOS;31;31
510840 VARZEA GRANDE;4681;4733
510850 VERA;161;163
510860 VILA RICA;304;313
510880 NOVA GUARITA;72;72
510885 NOVA MARILANDIA;33;33
510890 NOVA MARINGA;68;69
510895 NOVA MONTE VERDE;103;103
520005 ABADIA DE GOIAS;249;254
520010 ABADIANIA;186;187
520013 ACREUNA;248;253
520015 ADELANDIA;15;17
520017 AGUA FRIA DE GOIAS;62;65
520020 AGUA LIMPA;11;11
520025 AGUAS LINDAS DE GOIAS;2773;2925
520030 ALEXANIA;408;412
520050 ALOANDIA;29;29
520055 ALTO HORIZONTE;122;122
520060 ALTO PARAISO DE GOIAS;132;139
520080 ALVORADA DO NORTE;140;142
520082 AMARALINA;20;20
520085 AMERICANO DO BRASIL;96;96
520090 AMORINOPOLIS;34;34
520110 ANAPOLIS;5564;5627
520120 ANHANGUERA;8;8
520130 ANICUNS;186;191
520140 APARECIDA DE GOIANIA;7161;7281
520145 APARECIDA DO RIO DOCE;31;31
520150 APORE;48;51
520160 ARACU;24;25
520170 ARAGARCAS;199;199
520180 ARAGOIANIA;136;138
520215 ARAGUAPAZ;51;51
520235 ARENOPOLIS;37;37
520250 ARUANA;97;97
520260 AURILANDIA;31;31
520280 AVELINOPOLIS;23;23
520310 BALIZA;33;33
520320 BARRO ALTO;162;162
520330 BELA VISTA DE GOIAS;465;474
520340 BOM JARDIM DE GOIAS;90;92
520350 BOM JESUS DE GOIAS;312;317
520355 BONFINOPOLIS;107;110
520357 BONOPOLIS;39;40
520360 BRAZABRANTES;48;48
520380 BRITANIA;78;81
520390 BURITI ALEGRE;122;122
520393 BURITI DE GOIAS;29;29
520396 BURITINOPOLIS;45;45
520400 CABECEIRAS;100;100
520410 CACHOEIRA ALTA;153;154
520420 CACHOEIRA DE GOIAS;20;20
520425 CACHOEIRA DOURADA;89;92
520430 CACU;161;161
520440 CAIAPONIA;171;174
520450 CALDAS NOVAS;1266;1286
520455 CALDAZINHA;45;45
520460 CAMPESTRE DE GOIAS;45;45
520465 CAMPINACU;40;40
520470 CAMPINORTE;128;131
520480 CAMPO ALEGRE DE GOIAS;73;74
520485 CAMPO LIMPO DE GOIAS;130;132
520490 CAMPOS BELOS;274;278
520495 CAMPOS VERDES;50;53
520500 CARMO DO RIO VERDE;97;98
520505 CASTELANDIA;35;35
520510 CATALAO;1439;1460
520520 CATURAI;58;58
520530 CAVALCANTE;141;143
520540 CERES;241;248
520545 CEZARINA;94;94
520547 CHAPADAO DO CEU;233;236
520549 CIDADE OCIDENTAL;728;1180
520551 COCALZINHO DE GOIAS;246;256
520552 COLINAS DO SUL;35;36
520570 CORREGO DO OURO;25;25
520580 CORUMBA DE GOIAS;98;98
520590 CORUMBAIBA;94;95
520620 CRISTALINA;919;980
520630 CRISTIANOPOLIS;37;39
520640 CRIXAS;211;218
520650 CROMINIA;42;42
520660 CUMARI;23;24
520670 DAMIANOPOLIS;55;55
520680 DAMOLANDIA;28;30
520690 DAVINOPOLIS;14;14
520710 DIORAMA;27;28
520725 DOVERLANDIA;64;68
520735 EDEALINA;36;36
520740 EDEIA;165;167
520750 ESTRELA DO NORTE;32;32
520753 FAINA;62;64
520760 FAZENDA NOVA;59;59
520780 FIRMINOPOLIS;97;97
520790 FLORES DE GOIAS;100;101
520800 FORMOSA;1676;1698
520810 FORMOSO;66;67
520815 GAMELEIRA DE GOIAS;46;46
520830 DIVINOPOLIS DE GOIAS;57;57
520840 GOIANAPOLIS;186;188
520850 GOIANDIRA;35;35
520860 GOIANESIA;1025;1033
520870 GOIANIA;18963;19322
520880 GOIANIRA;964;976
520890 GOIAS;213;218
520910 GOIATUBA;427;434
520915 GOUVELANDIA;45;46
520920 GUAPO;212;212
520929 GUARAITA;25;25
520940 GUARANI DE GOIAS;45;48
520945 GUARINOS;12;12
520960 HEITORAI;37;37
520970 HIDROLANDIA;329;330
520980 HIDROLINA;24;24
520990 IACIARA;173;175
520993 INACIOLANDIA;64;67
520995 INDIARA;193;196
521000 INHUMAS;625;631
521010 IPAMERI;308;309
521015 IPIRANGA DE GOIAS;27;27
521020 IPORA;480;486
521030 ISRAELANDIA;18;18
521040 ITABERAI;573;582
521056 ITAGUARI;49;50
521060 ITAGUARU;53;53
521080 ITAJA;53;54
521090 ITAPACI;301;302
521100 ITAPIRAPUA;78;79
521120 ITAPURANGA;304;307
521130 ITARUMA;88;89
521140 ITAUCU;83;84
521150 ITUMBIARA;1338;1347
521160 IVOLANDIA;20;21
521170 JANDAIA;63;63
521180 JARAGUA;522;524
521190 JATAI;1395;1417
521200 JAUPACI;36;36
521205 JESUPOLIS;19;19
521210 JOVIANIA;101;102
521220 JUSSARA;234;236
521225 LAGOA SANTA;11;11
521230 LEOPOLDO DE BULHOES;90;92
521250 LUZIANIA;1611;2875
521260 MAIRIPOTABA;28;28
521270 MAMBAI;122;124
521280 MARA ROSA;124;127
521290 MARZAGAO;41;41
521295 MATRINCHA;62;62
521300 MAURILANDIA;159;165
521305 MIMOSO DE GOIAS;18;18
521308 MINACU;364;370
521310 MINEIROS;1059;1071
521340 MOIPORA;16;16
521350 MONTE ALEGRE DE GOIAS;89;91
521370 MONTES CLAROS DE GOIAS;85;88
521375 MONTIVIDIU;152;153
521377 MONTIVIDIU DO NORTE;52;52
521380 MORRINHOS;615;619
521385 MORRO AGUDO DE GOIAS;32;32
521390 MOSSAMEDES;47;48
521400 MOZARLANDIA;243;245
521405 MUNDO NOVO;66;67
521410 MUTUNOPOLIS;51;51
521440 NAZARIO;94;94
521450 NEROPOLIS;461;466
521460 NIQUELANDIA;426;433
521470 NOVA AMERICA;35;35
521480 NOVA AURORA;7;7
521483 NOVA CRIXAS;158;158
521486 NOVA GLORIA;72;74
521487 NOVA IGUACU DE GOIAS;32;32
521490 NOVA ROMA;30;31
521500 NOVA VENEZA;96;97
521520 NOVO BRASIL;30;30
521523 NOVO GAMA;1358;1399
521525 NOVO PLANALTO;43;43
521530 ORIZONA;217;218
521540 OURO VERDE DE GOIAS;46;47
521550 OUVIDOR;91;92
521560 PADRE BERNARDO;384;409
521565 PALESTINA DE GOIAS;33;33
521570 PALMEIRAS DE GOIAS;475;480
521580 PALMELO;18;20
521590 PALMINOPOLIS;63;63
521600 PANAMA;30;30
521630 PARANAIGUARA;83;83
521640 PARAUNA;161;163
521645 PEROLANDIA;45;46
521680 PETROLINA DE GOIAS;76;78
521690 PILAR DE GOIAS;40;40
521710 PIRACANJUBA;227;236
521720 PIRANHAS;127;127
521730 PIRENOPOLIS;275;277
521740 PIRES DO RIO;321;331
521760 PLANALTINA;1404;1423
521770 PONTALINA;181;182
521800 PORANGATU;528;529
521805 PORTEIRAO;40;41
521810 PORTELANDIA;37;37
521830 POSSE;501;530
521839 PROFESSOR JAMIL;23;24
521850 QUIRINOPOLIS;662;663
521860 RIALMA;178;179
521870 RIANAPOLIS;48;48
521878 RIO QUENTE;45;46
521880 RIO VERDE;3313;3330
521890 RUBIATABA;234;237
521900 SANCLERLANDIA;88;90
521910 SANTA BARBARA DE GOIAS;67;68
521920 SANTA CRUZ DE GOIAS;29;30
521925 SANTA FE DE GOIAS;53;54
521930 SANTA HELENA DE GOIAS;503;506
521935 SANTA ISABEL;35;35
521940 SANTA RITA DO ARAGUAIA;90;91
521945 SANTA RITA DO NOVO DESTINO;17;17
521950 SANTA ROSA DE GOIAS;38;38
521960 SANTA TEREZA DE GOIAS;52;52
521970 SANTA TEREZINHA DE GOIAS;118;120
521971 SANTO ANTONIO DA BARRA;47;47
521973 SANTO ANTONIO DE GOIAS;82;84
521975 SANTO ANTONIO DO DESCOBERTO;914;954
521980 SAO DOMINGOS;118;123
521990 SAO FRANCISCO DE GOIAS;61;61
522000 SAO JOAO D'ALIANCA;177;182
522005 SAO JOAO DA PARAUNA;25;26
522010 SAO LUIS DE MONTES BELOS;425;425
522015 SAO LUIZ DO NORTE;52;52
522020 SAO MIGUEL DO ARAGUAIA;299;302
522026 SAO MIGUEL DO PASSA QUATRO;31;31
522028 SAO PATRICIO;17;18
522040 SAO SIMAO;198;199
522045 SENADOR CANEDO;2272;2299
522050 SERRANOPOLIS;101;105
522060 SILVANIA;231;232
522068 SIMOLANDIA;73;76
522070 SITIO D'ABADIA;25;25
522100 TAQUARAL DE GOIAS;49;49
522108 TERESINA DE GOIAS;37;38
522119 TEREZOPOLIS DE GOIAS;84;87
522130 TRES RANCHOS;18;18
522140 TRINDADE;2002;2024
522145 TROMBAS;24;24
522150 TURVANIA;53;54
522155 TURVELANDIA;69;70
522157 UIRAPURU;31;31
522160 URUACU;526;530
522170 URUANA;134;135
522180 URUTAI;23;24
522185 VALPARAISO DE GOIAS;1410;2478
522190 VARJAO;28;29
522200 VIANOPOLIS;170;172
522205 VICENTINOPOLIS;138;139
522220 VILA BOA;51;51
522230 VILA PROPICIO;53;53
530010 BRASILIA;36853;39361
